A1_A2_BX3,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev block,PymatgenData std_dev atomic_radius,PymatgenData std_dev mendeleev_no,PymatgenData std_dev melting_point,X-electro_negativity,B-radius,B-Electro-negativity,A1-radius,A2-radius,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,formation energy(ev)
NH4_AA_MoBr3,0.4478928,8.25,0.758041467,0.520691274,15.05801385,1472.119006,2.96,93,2.16,170,300,0.474489796,1.054543331,3.833438237,5.783379549
NH4_AA_PdBr3,0.444225527,8.583333333,0.758041467,0.511849636,10.89056829,1310.074374,2.96,86,2.2,170,300,0.43877551,1.080719939,3.99738876,0.278290634
NH4_AA_SnBr3,0.471402058,8.916666667,0.596423837,0.520691274,6.596961459,1226.380552,2.96,115,1.96,170,300,0.586734694,0.979945411,3.563745545,-1.158660683
NH4_AA_TiBr3,0.544156657,8.083333333,0.758041467,0.511849636,16.67892584,1323.69589,2.96,86,1.54,170,300,0.43877551,1.080719939,3.99738876,0.804256178
NH4_AA_ZrBr3,0.589517047,8.083333333,0.758041467,0.539462603,17.32905133,1348.223383,2.96,109,1.33,170,300,0.556122449,0.999223025,3.604540682,2.258461145
NH4_Az_AgBr3,0.456495181,8.32,0.764272301,0.55271209,10.23371741,1467.53449,2.96,94,1.93,170,284,0.479591837,1.031400581,3.82415167,-1.399339134
NH4_Az_CaBr3,0.647055516,7.6,0.599844217,0.594739399,27.88050268,1462.279909,2.96,100,1,170,284,0.510204082,1.010493812,3.729036164,-0.991084407
NH4_Az_CdBr3,0.494832172,8.4,0.764272301,0.542934653,9.009859605,1451.645149,2.96,95,1.69,170,284,0.484693878,1.027856249,3.806295771,-0.22575597
NH4_Az_CrBr3,0.500288235,7.92,0.764272301,0.515620486,14.63704173,1543.74468,2.96,80,1.66,170,284,0.408163265,1.083718002,4.170717597,1.96038689
NH4_Az_FeBr3,0.471253052,8.08,0.764272301,0.515620486,13.36615897,1506.883387,2.96,78,1.83,170,284,0.397959184,1.091628352,4.237164449,1.037953561
NH4_Az_HfBr3,0.574918523,7.76,0.764272301,0.542934653,16.8759908,1583.301857,2.96,109,1.3,170,284,0.556122449,0.980675962,3.636991127,-0.239361766
NH4_Az_HgBr3,0.447306059,8.4,0.764272301,0.533481775,9.313591716,1455.995645,2.96,102,2,170,284,0.520408163,1.003711975,3.703510643,-0.018898906
NH4_Az_InBr3,0.47930294,8.48,0.603726744,0.542934653,7.814436676,1452.446156,2.96,104,1.78,170,284,0.530612245,0.997020561,3.680934403,-0.477736041
NH4_Az_MnBr3,0.521393711,8,0.764272301,0.515620486,13.68316381,1484.067695,2.96,83,1.55,170,284,0.423469388,1.07206512,4.079778136,1.606329712
NH4_Az_MoBr3,0.430179815,7.92,0.764272301,0.524371007,14.95585404,1638.547461,2.96,93,2.16,170,284,0.474489796,1.034969441,3.842842375,5.78562335
NH4_Az_PdBr3,0.426799106,8.24,0.764272301,0.515620486,10.85331251,1508.392676,2.96,86,2.2,170,284,0.43877551,1.060660172,3.998549969,0.123155198
NH4_Az_PtBr3,0.421182692,8.24,0.764272301,0.507248856,11.16465551,1528.881351,2.96,80,2.28,170,284,0.408163265,1.083718002,4.170717597,0.83954306
NH4_Az_SnBr3,0.452437325,8.56,0.603726744,0.524371007,6.662771448,1451.830811,2.96,115,1.96,170,284,0.586734694,0.961756169,3.607084761,-1.423085645
NH4_Az_TiBr3,0.523393403,7.76,0.764272301,0.515620486,16.5552036,1518.872874,2.96,86,1.54,170,284,0.43877551,1.060660172,3.998549969,0.585039493
NH4_Az_ZrBr3,0.568137636,7.76,0.764272301,0.542934653,17.19704387,1538.027752,2.96,109,1.33,170,284,0.556122449,0.980675962,3.636991127,1.797114707
NH4_DiMA_AgBr3,0.471760886,8.083333333,0.783953655,0.571638726,10.55738288,1284.653591,2.96,94,1.93,170,296,0.479591837,1.046030376,3.815748835,-1.585106777
NH4_DiMA_CaBr3,0.668159007,7.333333333,0.603807364,0.61517274,28.83772847,1276.674005,2.96,100,1,170,296,0.510204082,1.024827058,3.714566035,-1.090522807
NH4_DiMA_CdBr3,0.511232172,8.166666667,0.783953655,0.561503747,9.280355597,1256.733339,2.96,95,1.69,170,296,0.484693878,1.04243577,3.796925906,-0.352850729
NH4_DiMA_HfBr3,0.593768859,7.5,0.783953655,0.561503747,17.45321126,1438.589296,2.96,109,1.3,170,296,0.556122449,0.994586259,3.611961648,-0.328167335
NH4_DiMA_HgBr3,0.462307392,8.166666667,0.783953655,0.551701912,9.597634257,1257.292664,2.96,102,2,170,296,0.520408163,1.017949024,3.686861861,-0.142456807
NH4_DiMA_InBr3,0.495238789,8.25,0.612372436,0.561503747,8.02859473,1255.523119,2.96,104,1.78,170,296,0.530612245,1.011162697,3.662017489,-0.568672116
NH4_DiMA_MnBr3,0.538597716,7.75,0.783953655,0.533170548,14.14324043,1308.394362,2.96,83,1.55,170,296,0.423469388,1.087271717,4.081107452,1.969241574
NH4_DiMA_MoBr3,0.444703787,7.666666667,0.783953655,0.542251287,15.46333028,1507.445486,2.96,93,2.16,170,296,0.474489796,1.049649859,3.835390629,5.822100601
NH4_DiMA_PdBr3,0.441232884,8,0.783953655,0.533170548,11.20267825,1341.593733,2.96,86,2.2,170,296,0.43877551,1.075704997,3.997366509,-0.132611777
NH4_DiMA_SnBr3,0.467585776,8.333333333,0.612372436,0.542251287,6.816035016,1255.771249,2.96,115,1.96,170,296,0.586734694,0.9753981,3.573727244,-1.51233239
NH4_DiMA_TiBr3,0.540658356,7.5,0.783953655,0.533170548,17.12089367,1355.54014,2.96,86,1.54,170,296,0.43877551,1.075704997,3.997366509,0.43640002
NH4_DiMA_ZrBr3,0.586777925,7.5,0.783953655,0.561503747,17.7857621,1380.649142,2.96,109,1.33,170,296,0.556122449,0.994586259,3.611961648,1.726661541
NH4_GUA_AgBr3,0.49470856,9.043478261,0.754912229,0.548629769,10.35109469,961.9865352,2.96,94,1.93,170,280,0.479591837,1.026523982,3.827546357,-1.813997688
NH4_GUA_CaBr3,0.694108464,8.260869565,0.595683397,0.591994079,28.5749345,949.2427375,2.96,100,1,170,280,0.510204082,1.005716064,3.734591395,-1.403871158
NH4_GUA_CdBr3,0.535923482,9.130434783,0.754912229,0.538553918,9.066362266,912.6719091,2.96,95,1.69,170,280,0.484693878,1.022996409,3.810033877,-0.64675581
NH4_GUA_HfBr3,0.619661285,8.434782609,0.754912229,0.538553918,17.2449151,1176.085198,2.96,109,1.3,170,280,0.556122449,0.976039196,3.646337619,-0.55958875
NH4_GUA_HgBr3,0.484558884,9.130434783,0.754912229,0.528819948,9.385988184,906.4759682,2.96,102,2,170,280,0.520408163,0.998966292,3.709844986,-0.452283132
NH4_GUA_InBr3,0.519384975,9.217391304,0.59115342,0.538553918,7.801640302,907.849201,2.96,104,1.78,170,280,0.530612245,0.992306516,3.688081624,-0.881676834
NH4_GUA_MnBr3,0.563913934,8.695652174,0.754912229,0.510455205,13.9418917,998.0313129,2.96,83,1.55,170,280,0.423469388,1.066996254,4.079737836,1.024091878
NH4_GUA_MoBr3,0.465009539,8.608695652,0.754912229,0.51944708,15.26011035,1263.633715,2.96,93,2.16,170,280,0.474489796,1.030075968,3.84589966,4.801410281
NH4_GUA_PdBr3,0.460973141,8.956521739,0.754912229,0.510455205,10.99877804,1045.764331,2.96,86,2.2,170,280,0.43877551,1.05564523,3.999392742,-0.361066524
NH4_GUA_SnBr3,0.490246262,9.304347826,0.59115342,0.51944708,6.568497643,909.6446284,2.96,115,1.96,170,280,0.586734694,0.957208858,3.619446491,-1.815265294
NH4_GUA_TiBr3,0.566009898,8.434782609,0.754912229,0.510455205,16.91360081,1065.203744,2.96,86,1.54,170,280,0.43877551,1.05564523,3.999392742,-0.042988006
NH4_GUA_ZrBr3,0.612631377,8.434782609,0.754912229,0.538553918,17.5764077,1099.51398,2.96,109,1.33,170,280,0.556122449,0.976039196,3.646337619,1.487690607
NH4_HY_AgBr3,0.515652769,8.9,0.795822426,0.587556144,11.20367003,432.7789854,2.96,94,1.93,170,220,0.479591837,0.953375005,3.927993195,-2.6203784
NH4_HY_CaBr3,0.738731646,8,0.605530071,0.63482281,31.08715347,391.2982862,2.96,100,1,170,220,0.510204082,0.934049836,3.879907509,-2.212382207
NH4_HY_CdBr3,0.562166444,9,0.795822426,0.576579955,9.789450104,221.7366088,2.96,95,1.69,170,220,0.484693878,0.950098802,3.917513171,-1.513989745
NH4_HY_CoBr3,0.524476459,8.7,0.795822426,0.536656315,13.70198688,621.0069889,2.96,74.5,1.88,170,220,0.380102041,1.022102593,4.35114736,-1.027350159
NH4_HY_CrBr3,0.56866315,8.4,0.795822426,0.545995523,16.21830242,768.6794924,2.96,80,1.66,170,220,0.408163265,1.001734607,4.185773372,0.27451931
NH4_HY_CuBr3,0.52088813,8.9,0.795822426,0.536656315,10.84896308,475.6959422,2.96,73,1.9,170,220,0.37244898,1.02780205,4.403632585,-1.697501281
NH4_HY_GeBr3,0.502593275,9.2,0.605530071,0.519401365,6.680818313,424.6039606,2.96,73,2.01,170,220,0.37244898,1.02780205,4.403632585,-1.67229329
NH4_HY_HfBr3,0.655940377,8.2,0.795822426,0.576579955,18.7453698,886.1874386,2.96,109,1.3,170,220,0.556122449,0.90648771,3.873873329,-1.658340629
NH4_HY_InBr3,0.54353575,9.1,0.605530071,0.576579955,8.391132886,177.1048659,2.96,104,1.78,170,220,0.530612245,0.921595838,3.867393257,-1.578397121
NH4_HY_MgBr3,0.653316326,8,0.605530071,0.565979976,10.49497234,326.1511175,2.96,72,1.31,170,220,0.367346939,1.031637132,4.440522367,-1.530253816
NH4_HY_MoBr3,0.481940522,8.4,0.795822426,0.555777733,16.57876822,1027.227526,2.96,93,2.16,170,220,0.474489796,0.95667388,3.939474489,4.172448524
NH4_HY_PdBr3,0.477344506,8.8,0.795822426,0.545995523,11.91497657,642.4506408,2.96,86,2.2,170,220,0.43877551,0.980421104,4.04879504,-1.209012894
NH4_HY_PtBr3,0.469382573,8.8,0.795822426,0.536656315,12.27146645,718.873173,2.96,80,2.28,170,220,0.408163265,1.001734607,4.185773372,-0.47497383
NH4_HY_SnBr3,0.510598777,9.2,0.605530071,0.555777733,7.01823023,196.5297978,2.96,115,1.96,170,220,0.586734694,0.888999201,3.915400197,-2.333340586
NH4_HY_TiBr3,0.595956747,8.2,0.795822426,0.545995523,18.38386974,682.867912,2.96,86,1.54,170,220,0.43877551,0.980421104,4.04879504,-0.782514104
NH4_HY_VBr3,0.575295093,8.3,0.795822426,0.536656315,17.30028901,769.7587099,2.96,79,1.63,170,220,0.403061224,1.005377278,4.212847941,0.867045019
NH4_HY_ZrBr3,0.648098072,8.2,0.795822426,0.576579955,19.1070086,749.9805333,2.96,109,1.33,170,220,0.556122449,0.90648771,3.873873329,0.486024774
NH4_i-BuA_HfBr3,0.548188799,7.066666667,0.767490128,0.537529865,16.07900017,1671.536759,2.96,109,1.3,170,360,0.556122449,1.068774512,3.53481763,0.083081122
NH4_i-BuA_InBr3,0.463289312,7.666666667,0.619323537,0.537529865,7.610375038,1566.322907,2.96,104,1.78,170,360,0.530612245,1.08658742,3.608843843,-0.041372675
NH4_i-BuA_SnBr3,0.440256774,7.733333333,0.619323537,0.520043465,6.550122868,1565.654489,2.96,115,1.96,170,360,0.586734694,1.048155068,3.464714598,-1.227280003
NH4_i-BuA_ZrBr3,0.542078698,7.066666667,0.767490128,0.537529865,16.38074379,1634.153534,2.96,109,1.33,170,360,0.556122449,1.068774512,3.53481763,2.39271794
NH4_IM_AgBr3,0.460192268,9.565217391,0.723240571,0.524294398,10.05905639,1456.701339,2.96,94,1.93,170,307,0.479591837,1.054564424,3.811978009,-1.169536812
NH4_IM_CaBr3,0.660719887,8.782608696,0.581774474,0.56660256,27.7577432,1451.895386,2.96,100,1,170,307,0.510204082,1.033188118,3.707514388,-0.793405795
NH4_IM_CdBr3,0.501945446,9.652173913,0.723240571,0.514482563,8.82740488,1443.341151,2.96,95,1.69,170,307,0.484693878,1.050940491,3.792630513,0.024450177
NH4_IM_CrBr3,0.507782509,9.130434783,0.723240571,0.487181849,14.48235,1529.877373,2.96,109,1.3,170,307,0.408163265,1.108056822,4.17736522,-0.033164056
NH4_IM_HfBr3,0.586250144,8.956521739,0.723240571,0.514482563,16.72860287,1568.60961,3.16,102,2,170,307,0.556122449,1.0027006,3.599254549,-0.01895438
NH4_IM_HgBr3,0.449885456,9.652173913,0.723240571,0.505013328,9.13320232,1449.22457,2.96,104,1.78,170,307,0.520408163,1.026253969,3.678637937,-0.348207047
NH4_IM_InBr3,0.485212087,9.739130435,0.56839856,0.514482563,7.622840173,1444.835387,2.96,93,2.16,170,307,0.530612245,1.019412276,3.652576228,5.87838031
NH4_IM_MnBr3,0.530200252,9.217391304,0.723240571,0.487181849,13.5249058,1472.22557,2.66,119,2.33,170,307,0.423469388,1.096142232,4.082653795,0.962555162
NH4_IM_MoBr3,0.430023255,9.130434783,0.723240571,0.495906319,14.80228673,1623.015696,2.96,115,1.96,170,307,0.474489796,1.058213436,3.832136358,-1.330446103
NH4_IM_PdBr3,0.425925237,9.47826087,0.723240571,0.487181849,10.68212022,1495.545473,2.96,109,1.33,170,307,0.43877551,1.084481145,3.997533114,2.184629281
NH4_IM_PtBr3,0.418844565,9.47826087,0.723240571,0.478860828,10.99510381,1515.399698,2.96,94,1.93,170,303,0.408163265,1.108056822,4.17736522,-1.025136362
NH4_IM_SnBr3,0.455661818,9.826086957,0.56839856,0.495906319,6.460531057,1443.900802,2.66,94,1.93,170,303,0.586734694,0.983355893,3.556602855,0.617972255
NH4_IM_TiBr3,0.532312806,8.956521739,0.723240571,0.487181849,16.4068466,1505.683645,2.66,100,1,170,303,0.43877551,1.084481145,3.997533114,0.657365089
NH4_IM_VBr3,0.513741929,9.043478261,0.723240571,0.478860828,15.44319616,1530.204176,3.16,95,1.69,170,303,0.403061224,1.11208612,4.21121778,-0.148413485
NH4_IM_ZrBr3,0.579197057,8.956521739,0.723240571,0.514482563,17.05060342,1524.302681,2.66,95,1.69,170,303,0.556122449,1.0027006,3.599254549,0.523032931
NH4_i-PA_AgBr3,0.456367451,7.777777778,0.774596669,0.558299128,10.16939854,1453.80299,3.16,80,1.66,170,303,0.479591837,1.059441022,3.810166479,1.282905566
NH4_i-PA_CaBr3,0.638102656,7.111111111,0.605530071,0.599609248,27.52612396,1448.273253,2.96,102,2,170,303,0.510204082,1.037965866,3.703905203,0.347347167
NH4_i-PA_CdBr3,0.492291834,7.851851852,0.774596669,0.548672641,8.967534035,1436.164171,2.96,104,1.78,170,303,0.484693878,1.055800331,3.790531054,-0.057193142
NH4_i-PA_HfBr3,0.568616743,7.259259259,0.774596669,0.548672641,16.69892711,1570.922194,2.96,83,1.55,170,303,0.556122449,1.007337365,3.592562987,1.956041679
NH4_i-PA_InBr3,0.477666201,7.925925926,0.615765107,0.548672641,7.794228634,1436.411043,2.66,93,2.16,170,303,0.530612245,1.024126321,3.64766223,6.677916573
NH4_i-PA_MoBr3,0.432286556,7.407407407,0.774596669,0.530369368,14.81060994,1626.029646,3.16,86,2.2,170,303,0.474489796,1.063106908,3.830608554,0.426178349
NH4_i-PA_PdBr3,0.429272641,7.703703704,0.774596669,0.521725902,10.77806414,1495.647872,2.66,115,1.96,170,303,0.43877551,1.089496087,3.997889338,0.428772885
NH4_i-PA_SnBr3,0.452609103,8,0.615765107,0.530369368,6.664583008,1436.054458,2.66,118,0.95,170,303,0.586734694,0.987903204,3.547516635,0.435618958
NH4_i-PA_TiBr3,0.51936981,7.259259259,0.774596669,0.521725902,16.38342659,1506.244709,2.96,79,1.63,170,303,0.43877551,1.089496087,3.997889338,1.692951127
NH4_i-PA_ZrBr3,0.5621132,7.259259259,0.774596669,0.548672641,17.01469953,1525.543007,2.96,109,1.33,170,303,0.556122449,1.007337365,3.592562987,2.304128203
NH4_MA_AgBr3,0.491291046,8.476190476,0.796953659,0.587467653,11.06125451,1023.856218,2.96,94,1.93,170,238,0.479591837,0.975319698,3.886012618,-2.273909986
NH4_MA_CaBr3,0.706889838,7.619047619,0.60404045,0.633722912,30.49401802,1010.581859,2.96,100,1,170,238,0.510204082,0.955549704,3.821351497,-1.866043466
NH4_MA_CdBr3,0.535511249,8.571428571,0.796953659,0.576716006,9.691177375,973.0581824,2.96,95,1.69,170,238,0.484693878,0.971968084,3.872955477,-1.164223224
NH4_MA_CoBr3,0.499606602,8.285714286,0.796953659,0.53754321,13.49048714,1101.365607,2.96,74.5,1.88,170,238,0.380102041,1.045629251,4.349226802,-0.336579034
NH4_MA_CrBr3,0.541745178,8,0.796953659,0.546719331,15.94415931,1179.112119,2.96,80,1.66,170,238,0.408163265,1.024792437,4.174087267,0.624207102
NH4_MA_CuBr3,0.496219492,8.476190476,0.796953659,0.53754321,10.71718751,1039.120385,2.96,73,1.9,170,238,0.37244898,1.051459898,4.404234628,-1.253427964
NH4_MA_GeBr3,0.479080623,8.761904762,0.60960776,0.520557134,6.705685365,1021.122845,2.96,73,2.01,170,238,0.37244898,1.051459898,4.404234628,-1.443922448
NH4_MA_HfBr3,0.626177809,7.80952381,0.796953659,0.576716006,18.4125031,1249.592662,2.96,109,1.3,170,238,0.556122449,0.927353156,3.784194028,-1.26254836
NH4_MA_HgBr3,0.480530394,8.571428571,0.796953659,0.566327071,10.03204326,967.5191105,2.96,102,2,170,238,0.520408163,0.949136619,3.806958709,-0.856436917
NH4_MA_InBr3,0.517698911,8.666666667,0.60960776,0.576716006,8.342337478,968.4026422,2.96,104,1.78,170,238,0.530612245,0.942809042,3.796080062,-1.283713841
NH4_MA_MgBr3,0.623626599,7.619047619,0.60404045,0.566327071,10.37408413,992.8392353,2.96,72,1.31,170,238,0.367346939,1.055383256,4.442777978,-1.138008968
NH4_MA_MoBr3,0.460142457,8,0.796953659,0.556321169,16.29603666,1342.427585,2.96,93,2.16,170,238,0.474489796,0.978694507,3.900004462,4.592142629
NH4_MA_PdBr3,0.456030167,8.380952381,0.796953659,0.546719331,11.75194061,1111.815975,2.96,86,2.2,170,238,0.43877551,1.002988342,4.025270278,-0.804880124
NH4_MA_PtBr3,0.4490666,8.380952381,0.796953659,0.53754321,12.09841401,1151.432105,2.96,80,2.28,170,238,0.408163265,1.024792437,4.174087267,-0.102929269
NH4_MA_SnBr3,0.486550184,8.761904762,0.60960776,0.556321169,7.026975052,970.0935179,2.96,115,1.96,170,238,0.586734694,0.909462098,3.799167431,-2.003400196
NH4_MA_TiBr3,0.568032403,7.80952381,0.796953659,0.546719331,18.05921192,1132.319118,2.96,86,1.54,170,238,0.43877551,1.002988342,4.025270278,-0.364283692
NH4_MA_VBr3,0.548119019,7.904761905,0.796953659,0.53754321,17.00059617,1179.727186,2.96,79,1.63,170,238,0.403061224,1.028518954,4.203005187,1.047204678
NH4_MA_ZnBr3,0.543854487,8.571428571,0.796953659,0.53754321,9.351614978,977.5359974,2.96,74,1.65,170,238,0.37755102,1.047565602,4.367196486,-0.999735911
NH4_MA_ZrBr3,0.618554876,7.80952381,0.796953659,0.576716006,18.76598418,1168.556622,2.96,109,1.33,170,238,0.556122449,0.927353156,3.784194028,0.843462636
NH4_PhA_SnBr3,0.419558441,9.142857143,0.585540044,0.485522546,6.335839103,1788.812345,2.96,115,1.96,170,388,0.586734694,1.079986241,3.441730939,0.099438495
NH4_Py_AgBr3,0.443685396,9.166666667,0.733799386,0.529763191,10.03647195,1617.511948,2.96,94,1.93,170,322,0.479591837,1.077728266,3.80539879,-0.825470393
NH4_Py_CdBr3,0.48403254,9.25,0.733799386,0.520077657,8.829583142,1611.674718,2.96,95,1.69,170,322,0.484693878,1.074024733,3.78475235,0.435361032
NH4_Py_HfBr3,0.566656863,8.583333333,0.733799386,0.520077657,16.60716944,1706.094751,2.96,109,1.3,170,322,0.556122449,1.024725237,3.57080157,-2.673702714
NH4_Py_HgBr3,0.433860133,9.25,0.733799386,0.510726293,9.128884842,1620.18419,2.96,102,2,170,322,0.520408163,1.048795964,3.6610936,0.354232259
NH4_Py_InBr3,0.467785289,9.333333333,0.580119351,0.520077657,7.653556237,1614.516503,2.96,104,1.78,170,322,0.530612245,1.041803991,3.632057559,0.142348223
NH4_Py_MoBr3,0.415233947,8.75,0.733799386,0.501727784,14.7057681,1752.031121,2.96,93,2.16,170,322,0.474489796,1.08145743,3.826838238,6.1824933
NH4_Py_SnBr3,0.439357048,9.416666667,0.580119351,0.501727784,6.525099469,1612.995396,2.96,115,1.96,170,322,0.586734694,1.004955618,3.517514714,-0.834605712
NH4_Py_ZrBr3,0.559714041,8.583333333,0.733799386,0.520077657,16.9251747,1669.580363,2.96,109,1.33,170,322,0.556122449,1.024725237,3.57080157,2.572099739
NH4_TiZ_AgBr3,0.440200215,10,0.709036135,0.519799247,10.06386709,1454.284139,2.96,94,1.93,170,320,0.479591837,1.075289967,3.805860539,-1.166151143
NH4_TiZ_CaBr3,0.648955655,9.181818182,0.572598334,0.561637925,27.84073558,1449.825925,2.96,100,1,170,320,0.510204082,1.053493549,3.694106397,-0.707424026
NH4_TiZ_CdBr3,0.484100484,10.09090909,0.709036135,0.510143021,8.835627086,1442.997062,2.96,95,1.69,170,320,0.484693878,1.071594813,3.785343056,0.135893866
NH4_TiZ_HfBr3,0.571964547,9.363636364,0.709036135,0.510143021,16.74894989,1563.77499,2.96,109,1.3,170,320,0.556122449,1.022406854,3.573418574,0.075008499
NH4_TiZ_HgBr3,0.429316715,10.09090909,0.709036135,0.500846278,9.140225153,1450.251202,2.96,102,2,170,320,0.520408163,1.046423122,3.662639963,0.273050818
NH4_TiZ_InBr3,0.46654204,10.18181818,0.553182546,0.510143021,7.638878126,1445.101717,2.96,104,1.78,170,320,0.530612245,1.039446968,3.633896632,-0.20823218
NH4_TiZ_MoBr3,0.408294132,9.545454545,0.709036135,0.491929401,14.8147947,1617.89469,2.96,93,2.16,170,320,0.474489796,1.079010694,3.827172671,6.509488427
NH4_TiZ_SnBr3,0.435418585,10.27272727,0.553182546,0.491929401,6.49106153,1443.884022,2.96,115,1.96,170,320,0.586734694,1.002681963,3.521168286,-1.217319243
NH4_TiZ_ZrBr3,0.56464627,9.363636364,0.709036135,0.510143021,17.07241088,1519.942962,2.96,109,1.33,170,320,0.556122449,1.022406854,3.573418574,2.087449808
NH4_TroP_CaBr3,0.595725443,8.518518519,0.592748978,0.55288817,26.21363081,1899.489521,2.96,100,1,170,333,0.510204082,1.069021232,3.686958868,1.288900366
NH4_TroP_CdBr3,0.446287561,9.259259259,0.721966427,0.504171785,8.531114979,1906.934333,2.96,95,1.69,170,333,0.484693878,1.087389294,3.782406672,1.70191638
NH4_TroP_HfBr3,0.525254856,8.666666667,0.721966427,0.504171785,15.84492903,1946.550117,2.96,109,1.3,170,333,0.556122449,1.037476343,3.557826604,-3.005889385
NH4_TroP_HgBr3,0.398918422,9.259259259,0.721966427,0.495315897,8.808779404,1920.046015,2.96,102,2,170,333,0.520408163,1.061846593,3.653721267,1.612813556
NH4_TroP_InBr3,0.430857097,9.333333333,0.582896509,0.504171785,7.446592338,1912.126256,2.96,104,1.78,170,333,0.530612245,1.054767615,3.623150582,1.143660893
NH4_TroP_SnBr3,0.404053783,9.407407407,0.582896509,0.486794733,6.419684978,1909.580316,2.96,115,1.96,170,333,0.586734694,1.017460722,3.49914165,0.236245069
NH4_TroP_ZrBr3,0.518602592,8.666666667,0.721966427,0.504171785,16.14629068,1924.294985,2.96,109,1.33,170,333,0.556122449,1.037476343,3.557826604,1.044977379
Py_MA_SnBr3,0.428901156,8.962962963,0.590624423,0.496567677,6.427894636,1702.326914,2.96,115,1.96,322,238,0.586734694,1.082259897,3.440496791,-1.070235862
TetraMA_Cs_CaBr3,0.709819166,7.307692308,0.590001073,0.725939665,33.35880883,1589.429984,2.96,100,1,301,167,0.510204082,1.027215932,3.71245244,0.010555979
TetraMA_Cs_CdBr3,0.594116903,8.076923077,0.75333296,0.689802913,22.48074657,1585.023273,2.96,95,1.69,301,167,0.484693878,1.04486569,3.795615245,0.911875447
TetraMA_Cs_HfBr3,0.65299327,7.461538462,0.75333296,0.689802913,26.01330396,1683.135976,2.96,109,1.3,301,167,0.556122449,0.996904642,3.608196822,0.847238583
TetraMA_Cs_HgBr3,0.562659635,8.076923077,0.75333296,0.683458103,22.57888188,1592.082985,2.96,102,2,301,167,0.520408163,1.020321865,3.684406392,0.942910749
TetraMA_Cs_InBr3,0.583442606,8.153846154,0.597109776,0.689802913,22.12965248,1587.228353,2.96,104,1.78,301,167,0.530612245,1.01351972,3.65920678,0.440097444
TetraMA_Cs_SnBr3,0.565851175,8.230769231,0.597109776,0.677427655,21.84718696,1586.004412,2.96,115,1.96,301,167,0.586734694,0.977671755,3.568669551,-0.615038822
TetraMA_Cs_ZrBr3,0.647810496,7.461538462,0.75333296,0.689802913,26.19498454,1646.461951,2.96,109,1.33,301,167,0.556122449,0.996904642,3.608196822,3.064980982
TetraMA_HY_HfBr3,0.548450191,7.125,0.756069964,0.523991569,15.56416665,1625.330895,2.96,109,1.3,301,220,0.556122449,1.058341789,3.54122924,0.629163136
TetraMA_HY_SnBr3,0.447218935,7.75,0.616925453,0.507143007,6.363961031,1519.172926,2.96,115,1.96,301,220,0.586734694,1.037923619,3.474677374,-0.903498406
TetraMA_HY_ZrBr3,0.542700269,7.125,0.756069964,0.523991569,15.85564545,1588.616254,2.96,109,1.33,301,220,0.556122449,1.058341789,3.54122924,2.829065257
TetraMA_MA_HfBr3,0.531062154,6.909090909,0.761879105,0.527668369,15.55367052,1751.93882,2.96,109,1.3,301,238,0.556122449,1.079207235,3.529518484,1.162509996
TetraMA_MA_SnBr3,0.429762698,7.515151515,0.622841099,0.510901277,6.460312081,1665.462955,2.96,115,1.96,301,238,0.586734694,1.058386517,3.456083943,-0.535917768
TetraMA_MA_ZrBr3,0.525280166,6.909090909,0.761879105,0.527668369,15.84334227,1720.120308,2.96,109,1.33,301,238,0.556122449,1.079207235,3.529518484,3.258951946
TetraMA_NH4_AgBr3,0.443692476,7.533333333,0.767490128,0.546721236,9.856504702,1577.130928,2.96,94,1.93,301,170,0.479591837,1.052126124,3.812975661,-0.326905163
TetraMA_NH4_CaBr3,0.613694181,6.933333333,0.608163641,0.586141317,26.44119865,1573.022904,2.96,100,1,301,170,0.510204082,1.030799244,3.709431433,0.183571365
TetraMA_NH4_CdBr3,0.476836033,7.6,0.767490128,0.537529865,8.717797887,1565.312286,2.96,95,1.69,301,170,0.484693878,1.048510571,3.793775286,0.902279432
TetraMA_NH4_HfBr3,0.548188799,7.066666667,0.767490128,0.537529865,16.07900017,1671.536759,2.96,109,1.3,301,170,0.556122449,1.000382217,3.602752548,1.068429569
TetraMA_NH4_HgBr3,0.435941746,7.6,0.767490128,0.528632249,9,1569.672765,2.96,102,2,301,170,0.520408163,1.023881128,3.680883076,1.066630443
TetraMA_NH4_InBr3,0.463289312,7.666666667,0.619323537,0.537529865,7.610375038,1566.322907,2.96,104,1.78,301,170,0.530612245,1.017055254,3.65516185,0.567876914
TetraMA_NH4_MnBr3,0.500271159,7.266666667,0.767490128,0.511779062,13.08193358,1590.28268,2.96,83,1.55,301,170,0.423469388,1.0936078,4.08215744,2.505983964
TetraMA_NH4_MoBr3,0.421889098,7.2,0.767490128,0.520043465,14.27566183,1717.631127,2.96,93,2.16,301,170,0.474489796,1.055766699,3.832989091,6.88813003
TetraMA_NH4_PdBr3,0.419218124,7.466666667,0.767490128,0.511779062,10.43440043,1609.936727,2.96,86,2.2,301,170,0.43877551,1.081973674,3.997424934,1.374929855
TetraMA_NH4_TiBr3,0.502046497,7.066666667,0.767490128,0.511779062,15.7775634,1618.472811,2.96,86,1.54,301,170,0.43877551,1.081973674,3.997424934,1.945181633
