A1_A2_BX3,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev block,PymatgenData std_dev atomic_radius,PymatgenData std_dev mendeleev_no,PymatgenData std_dev melting_point,X-electro_negativity,B-radius,B-Electro-negativity,A1-radius,A2-radius,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,formation energy(ev)
TetraMA_NH4_ZrBr3,0.542078698,7.066666667,0.767490128,0.537529865,16.38074379,1634.153534,2.96,109,1.33,301,170,0.556122449,1.000382217,3.602752548,3.3235974
TriMA_Cs_CaBr3,0.744266977,7.565217391,0.586442959,0.742163647,34.79136608,1471.158479,2.96,100,1,304,167,0.510204082,1.030799244,3.709431433,-0.714479223
TriMA_Cs_CdBr3,0.621315808,8.434782609,0.759420553,0.70482089,23.48296692,1462.805118,2.96,95,1.69,304,167,0.484693878,1.048510571,3.793775286,0.13267299
TriMA_Cs_HfBr3,0.684056528,7.739130435,0.759420553,0.70482089,27.13370773,1589.102081,2.96,109,1.3,304,167,0.556122449,1.000382217,3.602752548,0.20783743
TriMA_Cs_HgBr3,0.587404839,8.434782609,0.759420553,0.69830672,23.58335437,1469.040147,2.96,102,2,304,167,0.520408163,1.023881128,3.680883076,0.260668682
TriMA_Cs_InBr3,0.609863373,8.52173913,0.59093684,0.70482089,23.12514836,1464.438883,2.96,104,1.78,304,167,0.530612245,1.017055254,3.65516185,-0.218328769
TriMA_Cs_MoBr3,0.576406492,7.913043478,0.759420553,0.69213266,26.06189215,1644.268744,2.96,93,2.16,304,167,0.474489796,1.055766699,3.832989091,6.063867325
TriMA_Cs_SnBr3,0.590875057,8.608695652,0.59093684,0.69213266,22.83967587,1463.435926,2.96,115,1.96,304,167,0.586734694,0.981082238,3.561332616,-1.236245079
TriMA_Cs_ZrBr3,0.678552381,7.739130435,0.759420553,0.70482089,27.32249107,1544.220056,2.96,109,1.33,304,167,0.556122449,1.000382217,3.602752548,2.315860633
TriMA_HY_HfBr3,0.567106407,7.310344828,0.762000762,0.534130788,16.12351519,1523.096874,2.96,109,1.3,304,220,0.556122449,1.061819363,3.538962155,0.029781091
TriMA_HY_SnBr3,0.458619949,8,0.613468896,0.516527904,6.460799911,1388.842961,2.96,115,1.96,304,220,0.586734694,1.041334102,3.471200666,-1.461706188
TriMA_HY_ZrBr3,0.561001409,7.310344828,0.762000762,0.534130788,16.42774993,1478.716697,2.96,109,1.33,304,220,0.556122449,1.061819363,3.538962155,2.110383194
TriMA_MA_HfBr3,0.548188799,7.066666667,0.767490128,0.537529865,16.07900017,1671.536759,2.96,109,1.3,304,238,0.556122449,1.082684809,3.527982731,0.414153125
TriMA_MA_SnBr3,0.440256774,7.733333333,0.619323537,0.520043465,6.550122868,1565.654489,2.96,115,1.96,304,238,0.586734694,1.061796999,3.453482594,-1.063800182
TriMA_MA_ZrBr3,0.542078698,7.066666667,0.767490128,0.537529865,16.38074379,1634.153534,2.96,109,1.33,304,238,0.556122449,1.082684809,3.527982731,2.476356589
TriMA_NH4_AgBr3,0.456367451,7.777777778,0.774596669,0.558299128,10.16939854,1453.80299,2.96,94,1.93,304,170,0.479591837,1.055783573,3.811502405,-0.836472654
TriMA_NH4_CaBr3,0.638102656,7.111111111,0.605530071,0.599609248,27.52612396,1448.273253,2.96,100,1,304,170,0.510204082,1.034382555,3.706584296,-0.46915064
TriMA_NH4_CdBr3,0.492291834,7.851851852,0.774596669,0.548672641,8.967534035,1436.164171,2.96,95,1.69,304,170,0.484693878,1.052155451,3.792082149,0.348814781
TriMA_NH4_HfBr3,0.568616743,7.259259259,0.774596669,0.548672641,16.69892711,1570.922194,2.96,109,1.3,304,170,0.556122449,1.003859791,3.59754406,0.432475885
TriMA_NH4_HgBr3,0.44787461,7.851851852,0.774596669,0.539357256,9.265752353,1439.251864,2.96,102,2,304,170,0.520408163,1.02744039,3.677545778,0.492588558
TriMA_NH4_InBr3,0.477666201,7.925925926,0.615765107,0.548672641,7.794228634,1436.411043,2.96,104,1.78,304,170,0.530612245,1.020590788,3.651315946,0.008356739
TriMA_NH4_PdBr3,0.429272641,7.703703704,0.774596669,0.521725902,10.77806414,1495.647872,2.96,86,2.2,304,170,0.43877551,1.08573488,3.997604871,0.724001015
TriMA_NH4_SnBr3,0.452609103,8,0.615765107,0.530369368,6.664583008,1436.054458,2.96,115,1.96,304,170,0.586734694,0.984492721,3.554285221,-1.004756145
TriMA_NH4_TiBr3,0.51936981,7.259259259,0.774596669,0.521725902,16.38342659,1506.244709,2.96,86,1.54,304,170,0.43877551,1.08573488,3.997604871,1.22745034
TriMA_NH4_ZrBr3,0.5621132,7.259259259,0.774596669,0.548672641,17.01469953,1525.543007,2.96,109,1.33,304,170,0.556122449,1.003859791,3.59754406,2.57423225
3-Py_AA_HfBr3,0.528637062,7.9375,0.724713795,0.496923307,14.99201468,1794.810166,2.96,109,1.3,272,300,0.556122449,1.117460553,3.518187659,-2.806237833
3-Py_AA_PbBr3,0.399798268,8.5625,0.597614305,0.542016155,6.43160526,1728.752884,2.96,119,2.33,272,300,0.607142857,1.081985614,3.387905192,0.152064399
3-Py_Az_PbBr3,0.385978574,8.303030303,0.606273509,0.546833637,6.522103789,1833.974342,2.96,119,2.33,272,284,0.607142857,1.064027347,3.4003187,-0.193987794
3-Py_Az_SrBr3,0.585916699,7.575757576,0.60404045,0.586699426,24.92171527,1832.012603,2.96,118,0.95,272,284,0.602040816,1.067415969,3.410266436,0.573126331
3-Py_Cs_PbBr3,0.563889658,9.545454545,0.568510703,0.715191316,22.68448005,1625.758556,2.96,119,2.33,272,167,0.607142857,0.932707516,3.659883437,-1.218904382
3-Py_Cs_SrBr3,0.755609775,8.454545455,0.578147164,0.749958562,34.68564433,1624.589205,2.96,118,0.95,272,167,0.602040816,0.935677922,3.658063142,-0.41278272
3-Py_DiEA_SrBr3,0.564756206,7.052631579,0.613244141,0.57943754,23.97933583,1877.60745,2.96,118,0.95,272,385,0.602040816,1.181138556,3.380060058,2.29934741
3-Py_DiMA_SrBr3,0.597319594,7.375,0.605209939,0.599030224,25.4517327,1762.126754,2.96,118,0.95,272,296,0.602040816,1.080927564,3.401319947,0.344540091
3-Py_EA_PbBr3,0.393809658,8.125,0.609994281,0.558236426,6.604702342,1762.116308,2.96,119,2.33,272,299,0.607142857,1.080863223,3.388584189,-0.40456028
3-Py_FA_PbBr3,0.404829127,8.896551724,0.589767825,0.549802336,6.510860492,1654.044488,2.96,119,2.33,272,277,0.607142857,1.056170605,3.406865063,-0.543994528
3-Py_FM_PbBr3,0.434558659,9.214285714,0.580381,0.545716976,6.498582841,1656.269327,2.96,119,2.33,272,190,0.607142857,0.958522526,3.573628089,-0.521392957
3-Py_GUA_PbBr3,0.412449536,8.838709677,0.589875594,0.538462181,6.358215204,1612.937828,2.96,119,2.33,272,280,0.607142857,1.05953778,3.40397088,-0.528924308
3-Py_HA_PbBr3,0.445057248,9.037037037,0.586098499,0.558880424,6.600080962,1547.137002,2.96,119,2.33,272,226,0.607142857,0.998928627,3.481074326,-1.342804494
3-Py_HY_PbBr3,0.414698138,8.714285714,0.595437196,0.563253536,6.61279751,1544.725815,2.96,119,2.33,272,220,0.607142857,0.992194277,3.493663059,-1.622831769
3-Py_i-BuA_CaBr3,0.554612362,7.052631579,0.613244141,0.541622286,23.70599838,1878.093296,2.96,100,1,272,360,0.510204082,1.223103622,3.706459956,1.009940082
3-Py_i-BuA_PbBr3,0.383072375,7.684210526,0.620173673,0.541622286,6.470841898,1878.982712,2.96,119,2.33,272,360,0.607142857,1.149329117,3.366095567,0.43807666
3-Py_i-BuA_SnBr3,0.405178024,7.684210526,0.620173673,0.483708961,6.256620425,1880.34002,2.96,115,1.96,272,360,0.586734694,1.164111485,3.42278735,0.109920765
3-Py_i-BuA_SrBr3,0.564756206,7.052631579,0.613244141,0.57943754,23.97933583,1877.60745,2.96,118,0.95,272,360,0.602040816,1.152989401,3.379605315,1.232021222
3-Py_IM_SrBr3,0.596689957,8.451612903,0.588065749,0.567865461,24.77745326,1810.558281,2.96,118,0.95,272,303,0.602040816,1.088809327,3.396936172,0.850369391
3-Py_i-PA_CaBr3,0.56936694,7.2,0.609333348,0.549622958,24.38942516,1825.030301,2.96,100,1,272,307,0.510204082,1.159798454,3.683462417,0.593643644
3-Py_i-PA_SrBr3,0.579944731,7.2,0.609333348,0.588845363,24.67150519,1824.399913,2.96,118,0.95,272,307,0.602040816,1.093313192,3.394688261,0.926869731
3-Py_NH4_PbBr3,0.406529337,8.769230769,0.596600539,0.57758263,6.80478396,1592.670249,2.96,119,2.33,272,170,0.607142857,0.936074691,3.647099583,-0.997866415
3-Py_PhA_PbBr3,0.36730437,8.777777778,0.597614305,0.519615242,6.327730918,1989.654037,2.96,119,2.33,272,388,0.607142857,1.180756085,3.365875577,2.892973429
3-Py_Py_PbBr3,0.3764033,8.9375,0.591607978,0.53352861,6.435578192,1904.001708,2.96,119,2.33,272,322,0.607142857,1.106678232,3.375874401,0.373425743
3-Py_TetraMA_PbBr3,0.383072375,7.684210526,0.620173673,0.541622286,6.470841898,1878.982712,2.96,119,2.33,272,301,0.607142857,1.083108006,3.387238433,1.452871251
3-Py_TiZ_PbBr3,0.369383621,9.533333333,0.571212734,0.528221665,6.377002677,1809.204639,2.96,119,2.33,272,320,0.607142857,1.104433449,3.376752409,0.206355899
3-Py_TiZ_SnBr3,0.400205574,9.533333333,0.571212734,0.467929166,6.1488338,1811.340626,2.96,115,1.96,272,320,0.586734694,1.118638381,3.426834233,-0.090112325
3-Py_TriMA_PbBr3,0.388225526,7.885714286,0.615396515,0.549622958,6.53190949,1825.21553,2.96,119,2.33,272,304,0.607142857,1.086475181,3.38531045,0.56767597
3-Py_TriMA_SrBr3,0.579944731,7.2,0.609333348,0.588845363,24.67150519,1824.399913,2.96,118,0.95,272,304,0.602040816,1.089935293,3.396357092,1.350164535
3-Py_TroP_HfBr3,0.481584497,8.4,0.712988935,0.480825662,14.46359928,2085.390346,2.96,109,1.3,272,333,0.556122449,1.15571387,3.517023334,-2.433023609
3-Py_TroP_PbBr3,0.352111598,8.971428571,0.598327023,0.523909254,6.416900418,2068.770798,2.96,119,2.33,272,333,0.607142857,1.119024541,3.371744602,2.145431542
3-Py_TroP_SrBr3,0.553753734,8.285714286,0.604280673,0.562316,24.03448199,2060.233721,2.96,118,0.95,272,333,0.602040816,1.122588313,3.384161666,2.990928094
AA_Az_HfBr3,0.539722711,7.741935484,0.735381193,0.507652913,15.31837354,1722.801941,2.96,109,1.3,300,284,0.556122449,1.13137085,3.516739309,1.377696782
AA_Az_PbBr3,0.408485524,8.387096774,0.60211109,0.553865843,6.516073549,1640.469585,2.96,119,2.33,300,284,0.607142857,1.095454315,3.380680324,-0.190916059
AA_Az_SrBr3,0.613109552,7.612903226,0.599597045,0.594892663,25.50131802,1642.900754,2.96,118,0.95,300,284,0.602040816,1.098943023,3.392128802,0.558864407
AA_MA_CaBr3,0.639930275,7.62962963,0.598803588,0.578869278,26.8728747,1415.179922,2.96,100,1,300,238,0.510204082,1.110826531,3.678431549,-0.952935801
AA_MA_PbBr3,0.426156266,8.518518519,0.602121085,0.578869278,6.732214284,1403.431661,2.96,119,2.33,300,238,0.607142857,1.043824296,3.418684346,-1.057620369
AA_MA_SrBr3,0.651882655,7.62962963,0.598803588,0.623022769,27.18601996,1412.671387,2.96,118,0.95,300,238,0.602040816,1.047148577,3.427506026,-0.309921574
AA_Py_HfBr3,0.533197609,8.4,0.713644117,0.492104849,15.14230741,1804.02859,2.96,109,1.3,300,322,0.556122449,1.175420125,3.519539104,-1.519580694
AA_Py_SnBr3,0.426099016,9.066666667,0.584897652,0.475661508,6.183594594,1743.294567,2.96,115,1.96,300,322,0.586734694,1.152743209,3.422665675,0.140043989
AA_Py_SrBr3,0.607804759,8.266666667,0.590167107,0.578992399,25.26334978,1740.393806,2.96,118,0.95,300,322,0.602040816,1.141729739,3.380623472,1.055569132
AA_TiZ_CaBr3,0.600119461,8.857142857,0.575875553,0.532721801,25.13243832,1625.060048,2.96,100,1,300,320,0.510204082,1.208770376,3.699963068,0.492101944
AA_TiZ_HfBr3,0.534446595,9,0.69375249,0.486938234,15.20002685,1698.366675,2.96,109,1.3,300,320,0.556122449,1.173101742,3.51914702,-3.422846457
Az_MA_PbBr3,0.410115468,8.214285714,0.609271796,0.582331391,6.807415742,1577.595902,2.96,119,2.33,284,238,0.607142857,1.025866029,3.43963067,-1.288881287
Az_Py_HfBr3,0.518283568,8.129032258,0.723746864,0.497762852,15.14070908,1894.587449,2.96,109,1.3,284,322,0.556122449,1.156873062,3.517118098,1.658487815
Az_Py_PbBr3,0.383259439,8.774193548,0.595119036,0.543460856,6.510294046,1844.450701,2.96,119,2.33,284,322,0.607142857,1.120146933,3.371425523,0.09466418
Az_Py_SnBr3,0.411751485,8.774193548,0.595119036,0.481410378,6.276372929,1846.374144,2.96,115,1.96,284,322,0.586734694,1.134553967,3.423981153,-0.189259589
Az_Py_SrBr3,0.593017656,8,0.597614305,0.584108753,25.21927645,1841.12428,2.96,118,0.95,284,322,0.602040816,1.12371428,3.383885899,0.831709713
Az_TiZ_HfBr3,0.519151718,8.689655172,0.704807241,0.493011222,15.16564385,1796.640575,2.96,109,1.3,284,320,0.556122449,1.154554679,3.516935551,-3.245079274
Az_TiZ_PbBr3,0.376392652,9.379310345,0.575472702,0.53838081,6.460418948,1737.610807,2.96,119,2.33,284,320,0.607142857,1.117902149,3.372072807,-0.169346263
Az_TiZ_SrBr3,0.596072644,8.551724138,0.583874208,0.578946087,25.32733752,1735.262999,2.96,118,0.95,284,320,0.602040816,1.121462347,3.38444632,0.57763143
Cs_AA_SrBr3,0.80461644,8.6,0.575435338,0.765453378,36.02110309,1276.971194,2.96,118,0.95,167,300,0.602040816,0.967204976,3.560388297,-0.266687886
Cs_Az_SrBr3,0.775855356,8.19047619,0.580881496,0.770974604,35.66029223,1490.749763,2.96,118,0.95,167,284,0.602040816,0.949189517,3.611776825,-0.532275981
Cs_DiMA_PbBr3,0.599596128,9.1,0.584276741,0.759826432,24.16066909,1292.179151,2.96,119,2.33,167,296,0.607142857,0.959644917,3.57043323,-1.39706232
Cs_DiMA_SrBr3,0.800409163,7.9,0.584276741,0.796430615,36.84075704,1304.553451,2.96,118,0.95,167,296,0.602040816,0.962701111,3.572247455,-0.638778293
Cs_GUA_PbBr3,0.625990602,10.31578947,0.553687044,0.728161368,24.08591677,948.8340364,2.96,119,2.33,167,280,0.607142857,0.94168665,3.626889466,-1.709661371
Cs_GUA_SrBr3,0.839602791,9.052631579,0.57312054,0.764638171,36.70766343,976.3027176,2.96,118,0.95,167,280,0.602040816,0.944685652,3.626397183,-1.022303847
Cs_HY_PbBr3,0.673903331,10.375,0.567961834,0.777359398,26.56610744,220.8872985,2.96,119,2.33,167,220,0.607142857,0.874343147,3.991781597,-2.288552343
Cs_HY_SrBr3,0.911130398,8.875,0.58658846,0.816620034,40.20425003,374.4759085,2.96,118,0.95,167,220,0.602040816,0.877127679,3.976532696,-1.617072669
Cs_i-BuA_HfBr3,0.65299327,7.461538462,0.75333296,0.689802913,26.01330396,1683.135976,2.96,109,1.3,167,360,0.556122449,1.065296938,3.536826256,0.48589162
Cs_i-BuA_PbBr3,0.547025135,8.230769231,0.597109776,0.725939665,21.91121324,1584.972418,2.96,119,2.33,167,360,0.607142857,1.031477987,3.432569576,-0.933874884
Cs_IM_SrBr3,0.810757023,9.684210526,0.558620388,0.733458242,35.87932888,1496.804679,2.96,118,0.95,167,303,0.602040816,0.970582875,3.551890591,-0.142064811
Cs_MA_SrBr3,0.863354477,8.352941176,0.585540044,0.817603933,39.22875525,1043.587979,2.96,118,0.95,167,238,0.602040816,0.897395071,3.83865786,-1.247548871
Cs_NH4_SrBr3,0.962183884,9,0.595879572,0.841076346,42.81676497,392.0166316,2.96,118,0.95,167,170,0.602040816,0.820829369,4.669330187,-0.895874212
Cs_PhA_HfBr3,0.654546489,9.083333333,0.703840682,0.648282915,25.62311025,1859.256676,2.96,109,1.3,167,388,0.556122449,1.097754298,3.522557839,0.656663798
Cs_PhA_SnBr3,0.561342819,9.916666667,0.557727449,0.636337265,21.58340376,1817.879276,2.96,115,1.96,167,388,0.586734694,1.076575758,3.443675951,0.426484231
Cs_PhA_SrBr3,0.724131611,8.916666667,0.574014884,0.717229533,33.16763733,1807.120266,2.96,118,0.95,167,388,0.602040816,1.066290003,3.411098885,1.55692498
Cs_Py_SrBr3,0.782015788,9.2,0.568796459,0.742385089,35.50126574,1652.418662,2.96,118,0.95,167,322,0.602040816,0.991976233,3.505144098,-0.058605704
Cs_TiZ_PbBr3,0.587724691,11.55555556,0.503891109,0.682059439,23.79050822,1504.761231,2.96,119,2.33,167,320,0.607142857,0.986582319,3.504932019,-1.095213368
Cs_TiZ_SrBr3,0.80962279,10.22222222,0.548435274,0.71810433,36.19829286,1503.363108,2.96,118,0.95,167,320,0.602040816,0.9897243,3.509536087,-0.308602278
Cs_TroP_PbBr3,0.534922472,10.26086957,0.554700196,0.690438359,22.18141981,1938.492934,2.96,119,2.33,167,333,0.607142857,1.001173411,3.477093072,0.494372709
Cs_TroP_SrBr3,0.729282401,9.217391304,0.577350269,0.724860729,33.97223602,1925.056361,2.96,118,0.95,167,333,0.602040816,1.004361861,3.482954837,1.457708212
DiEA_AA_HfBr3,0.521628671,7.166666667,0.741223154,0.504159172,14.76063923,1780.706766,2.96,109,1.3,385,300,0.556122449,1.248449186,3.54262892,-2.734246363
DiEA_AA_PbBr3,0.405157341,7.722222222,0.6164414,0.547937309,6.444970679,1708.856957,2.96,119,2.33,385,300,0.607142857,1.208815878,3.369620671,0.53867403
DiEA_AA_SrBr3,0.589420453,7.055555556,0.608759587,0.586755786,24.46113364,1710.842195,2.96,118,0.95,385,300,0.602040816,1.21266561,3.384907427,1.518921416
DiEA_Az_HfBr3,0.506394048,6.972972973,0.747904226,0.508338012,14.78359884,1878.430139,2.96,109,1.3,385,284,0.556122449,1.229902123,3.535021868,2.009797176
DiEA_Az_PbBr3,0.390113553,7.513513514,0.62299908,0.551968251,6.540181389,1817.783649,2.96,119,2.33,385,284,0.607142857,1.190857611,3.366834306,1.300370563
DiEA_Az_SnBr3,0.412459213,7.513513514,0.62299908,0.492645686,6.318054148,1818.893346,2.96,115,1.96,385,284,0.586734694,1.206174107,3.428598747,1.014283487
DiEA_Cs_HfBr3,0.65299327,7.461538462,0.75333296,0.689802913,26.01330396,1683.135976,2.96,109,1.3,385,167,0.556122449,1.094276724,3.523639504,-1.232167911
DiEA_EA_CaBr3,0.575672241,6.666666667,0.614370393,0.563601862,24.71097637,1748.094095,2.96,100,1,385,299,0.510204082,1.285214352,3.741300598,0.524333987
DiEA_EA_SnBr3,0.420656,7.333333333,0.626224291,0.502701038,6.387794734,1745.749158,2.96,115,1.96,385,299,0.586734694,1.223226522,3.433012303,-0.188402896
DiEA_FA_CaBr3,0.596277248,7.212121212,0.605302556,0.557190661,24.95025354,1634.040465,2.96,100,1,385,277,0.510204082,1.258936735,3.725366145,0.484439025
DiEA_FA_SrBr3,0.606992995,7.212121212,0.605302556,0.597555857,25.2393501,1632.66622,2.96,118,0.95,385,277,0.602040816,1.186768388,3.380614542,1.398342701
DiEA_GUA_SrBr3,0.604337573,7.257142857,0.604858379,0.584087782,24.52539749,1593.236341,2.96,118,0.95,385,280,0.602040816,1.190146286,3.381015375,0.819959582
DiEA_HA_SrBr3,0.647746931,7.225806452,0.602788551,0.609118088,25.926317,1526.173388,2.96,118,0.95,385,226,0.602040816,1.129344111,3.382637771,0.165130006
DiEA_HY_CaBr3,0.610248787,7,0.607171077,0.570820305,25.57537879,1527.633309,2.96,100,1,385,220,0.510204082,1.190853819,3.692830146,-0.849137701
DiEA_HY_PbBr3,0.42145944,7.75,0.616925453,0.570820305,6.614209038,1519.053393,2.96,119,2.33,385,220,0.607142857,1.119024541,3.371744602,-1.274005161
DiEA_HY_SrBr3,0.621212584,7,0.607171077,0.612299312,25.87175605,1525.69476,2.96,118,0.95,385,220,0.602040816,1.122588313,3.384161666,-0.238681909
DiEA_i-BuA_PbBr3,0.385999424,7.047619048,0.632455532,0.545180908,6.48645312,1867.755587,2.96,119,2.33,385,360,0.607142857,1.276159381,3.390214503,1.223850261
DiEA_i-BuA_SnBr3,0.405460872,7.047619048,0.632455532,0.488497318,6.277531952,1868.735016,2.96,115,1.96,385,360,0.586734694,1.292573007,3.460339406,0.470978896
DiEA_i-BuA_SrBr3,0.55649698,6.476190476,0.620632891,0.582109828,23.62672686,1868.002885,2.96,118,0.95,385,360,0.602040816,1.280223583,3.407111537,1.738510659
DiEA_IM_PbBr3,0.394979532,8.285714286,0.604280673,0.53467475,6.367429053,1791.317656,2.96,119,2.33,385,303,0.607142857,1.212183053,3.37028712,0.80067384
DiEA_IM_SrBr3,0.583535639,7.6,0.602302662,0.573192916,24.19377817,1790.486981,2.96,118,0.95,385,303,0.602040816,1.216043509,3.385663031,1.827806461
DiEA_i-PA_PbBr3,0.391722348,7.179487179,0.629433428,0.553967776,6.547253273,1811.398244,2.96,119,2.33,385,307,0.607142857,1.21667262,3.371242647,1.805735862
DiEA_i-PA_SrBr3,0.570456069,6.564102564,0.617540227,0.592194103,24.27403579,1812.400401,2.96,118,0.95,385,307,0.602040816,1.220547374,3.386735821,2.553353022
DiEA_PhA_SnBr3,0.392800262,8,0.615457455,0.46850625,6.153343511,1978.079681,2.96,115,1.96,385,388,0.586734694,1.32440418,3.476885598,3.215296074
DiEA_Py_HfBr3,0.500864068,7.5,0.732828109,0.496189181,14.60482543,1933.175316,2.96,109,1.3,385,322,0.556122449,1.273951398,3.554664182,-2.869952959
DiEA_TriMA_HfBr3,0.503531596,6.666666667,0.7535228,0.510815234,14.69758714,1874.575757,2.96,109,1.3,385,304,0.556122449,1.253085952,3.54468773,3.264898792
DiEA_TroP_HfBr3,0.472602906,7.641025641,0.728740094,0.486542338,14.1997629,2082.043111,2.96,109,1.3,385,333,0.556122449,1.286702503,3.56129301,-2.688766195
DiMA_AA_HfBr3,0.552415857,7.533333333,0.747673989,0.519930639,15.69175413,1634.492111,2.96,109,1.3,296,300,0.556122449,1.145281147,3.516491663,1.18709765
DiMA_AA_SrBr3,0.627461187,7.4,0.60190953,0.609541618,26.13398641,1536.362931,2.96,118,0.95,296,300,0.602040816,1.112454618,3.387052755,0.309597506
DiMA_Az_SrBr3,0.610319022,7.161290323,0.606567827,0.613065296,26.05485264,1677.151705,2.96,118,0.95,296,284,0.602040816,1.094439158,3.394154444,0.012335346
DiMA_GUA_PbBr3,0.433105864,8.482758621,0.601721668,0.565319562,6.549019405,1361.780693,2.96,119,2.33,296,280,0.607142857,1.086475181,3.38531045,-0.981400331
DiMA_GUA_SrBr3,0.645640019,7.655172414,0.598849472,0.607879298,26.31211862,1371.803282,2.96,118,0.95,296,280,0.602040816,1.089935293,3.396357092,-0.032895039
DiMA_i-BuA_PbBr3,0.398036849,7.333333333,0.626224291,0.563601862,6.618823425,1744.943659,2.96,119,2.33,296,360,0.607142857,1.176266519,3.365600487,-0.099979204
DiMA_i-BuA_SnBr3,0.420656,7.333333333,0.626224291,0.502701038,6.387794734,1745.749158,2.96,115,1.96,296,360,0.586734694,1.191395348,3.425676241,-0.415141657
DiMA_i-BuA_SrBr3,0.58621752,6.666666667,0.614370393,0.603259122,24.99607812,1746.999769,2.96,118,0.95,296,360,0.602040816,1.18001259,3.379966583,0.918894758
DiMA_IM_PbBr3,0.404829127,8.896551724,0.589767825,0.549802336,6.510860492,1654.044488,2.96,119,2.33,296,303,0.607142857,1.112290191,3.373853482,-0.241572098
DiMA_IM_SrBr3,0.620454305,8.068965517,0.592596464,0.59164331,25.81578683,1655.240911,2.96,118,0.95,296,303,0.602040816,1.115832516,3.386005576,0.527351585
DiMA_MA_PbBr3,0.422063877,8,0.615765107,0.599609248,6.941721688,1436.194173,2.96,119,2.33,296,238,0.607142857,1.039334729,3.42348205,-1.347858895
